Date,Home,Away,Game Number,Ballpark
2026-09-16,Toronto Lions,Cleveland Sharks 2,132,Toronto Park
2026-09-14,Austin Stars,Detroit Bears 2,130,Austin Park
2026-09-15,Austin Stars,Detroit Bears 2,131,Austin Park
2026-09-16,Austin Stars,Detroit Bears 2,132,Austin Park
2026-09-14,Baltimore Pilots,New York Hawks 2,130,Baltimore Park
2026-09-15,Baltimore Pilots,New York Hawks 2,131,Baltimore Park
2026-09-16,Baltimore Pilots,New York Hawks 2,132,Baltimore Park
2026-09-14,Portland Captains,San Francisco Owls 2,130,Portland Park
2026-09-15,Portland Captains,San Francisco Owls 2,131,Portland Park
2026-09-16,Portland Captains,San Francisco Owls 2,132,Portland Park
2026-09-14,St. Louis Owls,Washington Aces 2,130,St. Louis Park
2026-09-15,St. Louis Owls,Washington Aces 2,131,St. Louis Park
2026-09-16,St. Louis Owls,Washington Aces 2,132,St. Louis Park
2026-09-18,Nashville Foxes,Miami Aces,133,Nashville Park
2026-09-19,Nashville Foxes,Miami Aces,134,Nashville Park
2026-09-20,Nashville Foxes,Miami Aces,135,Nashville Park
2026-09-18,Phoenix Hawks,Los Angeles Sharks,133,Phoenix Park
2026-09-19,Phoenix Hawks,Los Angeles Sharks,134,Phoenix Park
2026-09-20,Phoenix Hawks,Los Angeles Sharks,135,Phoenix Park
2026-09-18,Kansas City Wolves,Chicago Dragons,133,Kansas City Park
2026-09-19,Kansas City Wolves,Chicago Dragons,134,Kansas City Park
2026-09-20,Kansas City Wolves,Chicago Dragons,135,Kansas City Park
2026-09-18,Dallas Rockets,Milwaukee Giants,133,Dallas Park
2026-09-19,Dallas Rockets,Milwaukee Giants,134,Dallas Park
2026-09-20,Dallas Rockets,Milwaukee Giants,135,Dallas Park
2026-09-18,Minneapolis Guardians,Indianapolis Anchors,133,Minneapolis Park
2026-09-19,Minneapolis Guardians,Indianapolis Anchors,134,Minneapolis Park
2026-09-20,Minneapolis Guardians,Indianapolis Anchors,135,Minneapolis Park
2026-09-18,Boston Falcons,Houston Knights,133,Boston Park
2026-09-19,Boston Falcons,Houston Knights,134,Boston Park
2026-09-20,Boston Falcons,Houston Knights,135,Boston Park
2026-09-18,Seattle Storm 2,Denver Comets,133,Seattle Park
2026-09-19,Seattle Storm 2,Denver Comets,134,Seattle Park
2026-09-20,Seattle Storm 2,Denver Comets,135,Seattle Park
2026-09-18,Philadelphia Knights 2,Charlotte Storm,133,Philadelphia Park
2026-09-19,Philadelphia Knights 2,Charlotte Storm,134,Philadelphia Park
2026-09-20,Philadelphia Knights 2,Charlotte Storm,135,Philadelphia Park
2026-09-18,Atlanta Captains 2,Pittsburgh Bears,133,Atlanta Park
2026-09-19,Atlanta Captains 2,Pittsburgh Bears,134,Atlanta Park
2026-09-20,Atlanta Captains 2,Pittsburgh Bears,135,Atlanta Park
2026-09-18,San Diego Falcons 2,Toronto Lions,133,San Diego Park
2026-09-19,San Diego Falcons 2,Toronto Lions,134,San Diego Park
2026-09-20,San Diego Falcons 2,Toronto Lions,135,San Diego Park
2026-09-18,Tampa Pilots 2,Austin Stars,133,Tampa Park
2026-09-19,Tampa Pilots 2,Austin Stars,134,Tampa Park
2026-09-20,Tampa Pilots 2,Austin Stars,135,Tampa Park
2026-09-18,Cleveland Sharks 2,Baltimore Pilots,133,Cleveland Park
2026-09-19,Cleveland Sharks 2,Baltimore Pilots,134,Cleveland Park
2026-09-20,Cleveland Sharks 2,Baltimore Pilots,135,Cleveland Park
2026-09-18,Detroit Bears 2,Portland Captains,133,Detroit Park
2026-09-19,Detroit Bears 2,Portland Captains,134,Detroit Park
2026-09-20,Detroit Bears 2,Portland Captains,135,Detroit Park
2026-09-18,New York Hawks 2,St. Louis Owls,133,New York Park
2026-09-19,New York Hawks 2,St. Louis Owls,134,New York Park
2026-09-20,New York Hawks 2,St. Louis Owls,135,New York Park
2026-09-18,San Francisco Owls 2,Washington Aces 2,133,San Francisco Park
2026-09-19,San Francisco Owls 2,Washington Aces 2,134,San Francisco Park
2026-09-20,San Francisco Owls 2,Washington Aces 2,135,San Francisco Park
2026-09-22,Los Angeles Sharks,Nashville Foxes,136,Los Angeles Park
2026-09-23,Los Angeles Sharks,Nashville Foxes,137,Los Angeles Park
2026-09-24,Los Angeles Sharks,Nashville Foxes,138,Los Angeles Park
2026-09-22,Chicago Dragons,Miami Aces,136,Chicago Park
2026-09-23,Chicago Dragons,Miami Aces,137,Chicago Park
2026-09-24,Chicago Dragons,Miami Aces,138,Chicago Park
2026-09-22,Milwaukee Giants,Phoenix Hawks,136,Milwaukee Park
2026-09-23,Milwaukee Giants,Phoenix Hawks,137,Milwaukee Park
2026-09-24,Milwaukee Giants,Phoenix Hawks,138,Milwaukee Park
2026-09-22,Indianapolis Anchors,Kansas City Wolves,136,Indianapolis Park
2026-09-23,Indianapolis Anchors,Kansas City Wolves,137,Indianapolis Park
2026-09-24,Indianapolis Anchors,Kansas City Wolves,138,Indianapolis Park
2026-09-22,Houston Knights,Dallas Rockets,136,Houston Park
2026-09-23,Houston Knights,Dallas Rockets,137,Houston Park
2026-09-24,Houston Knights,Dallas Rockets,138,Houston Park
2026-09-22,Denver Comets,Minneapolis Guardians,136,Denver Park
2026-09-23,Denver Comets,Minneapolis Guardians,137,Denver Park
2026-09-24,Denver Comets,Minneapolis Guardians,138,Denver Park
2026-09-22,Charlotte Storm,Boston Falcons,136,Charlotte Park
2026-09-23,Charlotte Storm,Boston Falcons,137,Charlotte Park
2026-09-24,Charlotte Storm,Boston Falcons,138,Charlotte Park
2026-09-22,Pittsburgh Bears,Seattle Storm 2,136,Pittsburgh Park
2026-09-23,Pittsburgh Bears,Seattle Storm 2,137,Pittsburgh Park
2026-09-24,Pittsburgh Bears,Seattle Storm 2,138,Pittsburgh Park
2026-09-22,Toronto Lions,Philadelphia Knights 2,136,Toronto Park
2026-09-23,Toronto Lions,Philadelphia Knights 2,137,Toronto Park
2026-09-24,Toronto Lions,Philadelphia Knights 2,138,Toronto Park
2026-09-22,Austin Stars,Atlanta Captains 2,136,Austin Park
2026-09-23,Austin Stars,Atlanta Captains 2,137,Austin Park
2026-09-24,Austin Stars,Atlanta Captains 2,138,Austin Park
2026-09-22,Baltimore Pilots,San Diego Falcons 2,136,Baltimore Park
2026-09-23,Baltimore Pilots,San Diego Falcons 2,137,Baltimore Park
2026-09-24,Baltimore Pilots,San Diego Falcons 2,138,Baltimore Park
2026-09-22,Portland Captains,Tampa Pilots 2,136,Portland Park
2026-09-23,Portland Captains,Tampa Pilots 2,137,Portland Park
2026-09-24,Portland Captains,Tampa Pilots 2,138,Portland Park
2026-09-22,St. Louis Owls,Cleveland Sharks 2,136,St. Louis Park
2026-09-23,St. Louis Owls,Cleveland Sharks 2,137,St. Louis Park
2026-09-24,St. Louis Owls,Cleveland Sharks 2,138,St. Louis Park
2026-09-22,Washington Aces 2,Detroit Bears 2,136,Washington Park
2026-09-23,Washington Aces 2,Detroit Bears 2,137,Washington Park
2026-09-24,Washington Aces 2,Detroit Bears 2,138,Washington Park
2026-09-22,San Francisco Owls 2,New York Hawks 2,136,San Francisco Park
2026-09-23,San Francisco Owls 2,New York Hawks 2,137,San Francisco Park
2026-09-24,San Francisco Owls 2,New York Hawks 2,138,San Francisco Park
2026-09-26,Nashville Foxes,Chicago Dragons,139,Nashville Park
2026-09-27,Nashville Foxes,Chicago Dragons,140,Nashville Park
2026-09-28,Nashville Foxes,Chicago Dragons,141,Nashville Park
2026-09-26,Los Angeles Sharks,Milwaukee Giants,139,Los Angeles Park
2026-09-27,Los Angeles Sharks,Milwaukee Giants,140,Los Angeles Park
2026-09-28,Los Angeles Sharks,Milwaukee Giants,141,Los Angeles Park
2026-09-26,Miami Aces,Indianapolis Anchors,139,Miami Park
2026-09-27,Miami Aces,Indianapolis Anchors,140,Miami Park
2026-09-28,Miami Aces,Indianapolis Anchors,141,Miami Park
2026-09-26,Phoenix Hawks,Houston Knights,139,Phoenix Park
2026-09-27,Phoenix Hawks,Houston Knights,140,Phoenix Park
2026-09-28,Phoenix Hawks,Houston Knights,141,Phoenix Park
2026-09-26,Kansas City Wolves,Denver Comets,139,Kansas City Park
2026-09-27,Kansas City Wolves,Denver Comets,140,Kansas City Park
2026-09-28,Kansas City Wolves,Denver Comets,141,Kansas City Park
2026-09-26,Dallas Rockets,Charlotte Storm,139,Dallas Park
2026-09-27,Dallas Rockets,Charlotte Storm,140,Dallas Park
2026-09-28,Dallas Rockets,Charlotte Storm,141,Dallas Park
2026-09-26,Minneapolis Guardians,Pittsburgh Bears,139,Minneapolis Park
2026-09-27,Minneapolis Guardians,Pittsburgh Bears,140,Minneapolis Park
2026-09-28,Minneapolis Guardians,Pittsburgh Bears,141,Minneapolis Park
2026-09-26,Boston Falcons,Toronto Lions,139,Boston Park
2026-09-27,Boston Falcons,Toronto Lions,140,Boston Park
2026-09-28,Boston Falcons,Toronto Lions,141,Boston Park
2026-09-26,Seattle Storm 2,Austin Stars,139,Seattle Park
2026-09-27,Seattle Storm 2,Austin Stars,140,Seattle Park
2026-09-28,Seattle Storm 2,Austin Stars,141,Seattle Park
2026-09-26,Philadelphia Knights 2,Baltimore Pilots,139,Philadelphia Park
2026-09-27,Philadelphia Knights 2,Baltimore Pilots,140,Philadelphia Park
2026-09-28,Philadelphia Knights 2,Baltimore Pilots,141,Philadelphia Park
2026-09-26,Atlanta Captains 2,Portland Captains,139,Atlanta Park
2026-09-27,Atlanta Captains 2,Portland Captains,140,Atlanta Park
2026-09-28,Atlanta Captains 2,Portland Captains,141,Atlanta Park
2026-09-26,San Diego Falcons 2,St. Louis Owls,139,San Diego Park
2026-09-27,San Diego Falcons 2,St. Louis Owls,140,San Diego Park
2026-09-28,San Diego Falcons 2,St. Louis Owls,141,San Diego Park
2026-09-26,Tampa Pilots 2,Washington Aces 2,139,Tampa Park
2026-09-27,Tampa Pilots 2,Washington Aces 2,140,Tampa Park
2026-09-28,Tampa Pilots 2,Washington Aces 2,141,Tampa Park
2026-09-26,Cleveland Sharks 2,San Francisco Owls 2,139,Cleveland Park
2026-09-27,Cleveland Sharks 2,San Francisco Owls 2,140,Cleveland Park
2026-09-28,Cleveland Sharks 2,San Francisco Owls 2,141,Cleveland Park
2026-09-26,Detroit Bears 2,New York Hawks 2,139,Detroit Park
2026-09-27,Detroit Bears 2,New York Hawks 2,140,Detroit Park
2026-09-28,Detroit Bears 2,New York Hawks 2,141,Detroit Park
2026-09-30,Milwaukee Giants,Nashville Foxes,142,Milwaukee Park
2026-10-01,Milwaukee Giants,Nashville Foxes,143,Milwaukee Park
2026-10-02,Milwaukee Giants,Nashville Foxes,144,Milwaukee Park
2026-09-30,Indianapolis Anchors,Chicago Dragons,142,Indianapolis Park
2026-10-01,Indianapolis Anchors,Chicago Dragons,143,Indianapolis Park
2026-10-02,Indianapolis Anchors,Chicago Dragons,144,Indianapolis Park
2026-09-30,Houston Knights,Los Angeles Sharks,142,Houston Park
2026-10-01,Houston Knights,Los Angeles Sharks,143,Houston Park
2026-10-02,Houston Knights,Los Angeles Sharks,144,Houston Park
2026-09-30,Denver Comets,Miami Aces,142,Denver Park
2026-10-01,Denver Comets,Miami Aces,143,Denver Park
2026-10-02,Denver Comets,Miami Aces,144,Denver Park
2026-09-30,Charlotte Storm,Phoenix Hawks,142,Charlotte Park
2026-10-01,Charlotte Storm,Phoenix Hawks,143,Charlotte Park
2026-10-02,Charlotte Storm,Phoenix Hawks,144,Charlotte Park
2026-09-30,Pittsburgh Bears,Kansas City Wolves,142,Pittsburgh Park
2026-10-01,Pittsburgh Bears,Kansas City Wolves,143,Pittsburgh Park
2026-10-02,Pittsburgh Bears,Kansas City Wolves,144,Pittsburgh Park
2026-09-30,Toronto Lions,Dallas Rockets,142,Toronto Park
2026-10-01,Toronto Lions,Dallas Rockets,143,Toronto Park
2026-10-02,Toronto Lions,Dallas Rockets,144,Toronto Park
2026-09-30,Austin Stars,Minneapolis Guardians,142,Austin Park
2026-10-01,Austin Stars,Minneapolis Guardians,143,Austin Park
2026-10-02,Austin Stars,Minneapolis Guardians,144,Austin Park
2026-09-30,Baltimore Pilots,Boston Falcons,142,Baltimore Park
2026-10-01,Baltimore Pilots,Boston Falcons,143,Baltimore Park
2026-10-02,Baltimore Pilots,Boston Falcons,144,Baltimore Park
2026-09-30,Portland Captains,Seattle Storm 2,142,Portland Park
2026-10-01,Portland Captains,Seattle Storm 2,143,Portland Park
2026-10-02,Portland Captains,Seattle Storm 2,144,Portland Park
2026-09-30,St. Louis Owls,Philadelphia Knights 2,142,St. Louis Park
2026-10-01,St. Louis Owls,Philadelphia Knights 2,143,St. Louis Park
2026-10-02,St. Louis Owls,Philadelphia Knights 2,144,St. Louis Park
2026-09-30,Washington Aces 2,Atlanta Captains 2,142,Washington Park
2026-10-01,Washington Aces 2,Atlanta Captains 2,143,Washington Park
2026-10-02,Washington Aces 2,Atlanta Captains 2,144,Washington Park
2026-09-30,San Francisco Owls 2,San Diego Falcons 2,142,San Francisco Park
2026-10-01,San Francisco Owls 2,San Diego Falcons 2,143,San Francisco Park
2026-10-02,San Francisco Owls 2,San Diego Falcons 2,144,San Francisco Park
2026-09-30,New York Hawks 2,Tampa Pilots 2,142,New York Park
2026-10-01,New York Hawks 2,Tampa Pilots 2,143,New York Park
2026-10-02,New York Hawks 2,Tampa Pilots 2,144,New York Park
2026-09-30,Detroit Bears 2,Cleveland Sharks 2,142,Detroit Park
2026-10-01,Detroit Bears 2,Cleveland Sharks 2,143,Detroit Park
2026-10-02,Detroit Bears 2,Cleveland Sharks 2,144,Detroit Park
2026-10-04,Nashville Foxes,Indianapolis Anchors,145,Nashville Park
2026-10-05,Nashville Foxes,Indianapolis Anchors,146,Nashville Park
2026-10-06,Nashville Foxes,Indianapolis Anchors,147,Nashville Park
2026-10-04,Milwaukee Giants,Houston Knights,145,Milwaukee Park
2026-10-05,Milwaukee Giants,Houston Knights,146,Milwaukee Park
2026-10-06,Milwaukee Giants,Houston Knights,147,Milwaukee Park
2026-10-04,Chicago Dragons,Denver Comets,145,Chicago Park
2026-10-05,Chicago Dragons,Denver Comets,146,Chicago Park
2026-10-06,Chicago Dragons,Denver Comets,147,Chicago Park
2026-10-04,Los Angeles Sharks,Charlotte Storm,145,Los Angeles Park
2026-10-05,Los Angeles Sharks,Charlotte Storm,146,Los Angeles Park
2026-10-06,Los Angeles Sharks,Charlotte Storm,147,Los Angeles Park
2026-10-04,Miami Aces,Pittsburgh Bears,145,Miami Park
2026-10-05,Miami Aces,Pittsburgh Bears,146,Miami Park
2026-10-06,Miami Aces,Pittsburgh Bears,147,Miami Park
2026-10-04,Phoenix Hawks,Toronto Lions,145,Phoenix Park
2026-10-05,Phoenix Hawks,Toronto Lions,146,Phoenix Park
2026-10-06,Phoenix Hawks,Toronto Lions,147,Phoenix Park
2026-10-04,Kansas City Wolves,Austin Stars,145,Kansas City Park
2026-10-05,Kansas City Wolves,Austin Stars,146,Kansas City Park
2026-10-06,Kansas City Wolves,Austin Stars,147,Kansas City Park
2026-10-04,Dallas Rockets,Baltimore Pilots,145,Dallas Park
2026-10-05,Dallas Rockets,Baltimore Pilots,146,Dallas Park
2026-10-06,Dallas Rockets,Baltimore Pilots,147,Dallas Park
2026-10-04,Minneapolis Guardians,Portland Captains,145,Minneapolis Park
2026-10-05,Minneapolis Guardians,Portland Captains,146,Minneapolis Park
2026-10-06,Minneapolis Guardians,Portland Captains,147,Minneapolis Park
2026-10-04,Boston Falcons,St. Louis Owls,145,Boston Park
2026-10-05,Boston Falcons,St. Louis Owls,146,Boston Park
2026-10-06,Boston Falcons,St. Louis Owls,147,Boston Park
2026-10-04,Seattle Storm 2,Washington Aces 2,145,Seattle Park
2026-10-05,Seattle Storm 2,Washington Aces 2,146,Seattle Park
2026-10-06,Seattle Storm 2,Washington Aces 2,147,Seattle Park
2026-10-04,Philadelphia Knights 2,San Francisco Owls 2,145,Philadelphia Park
2026-10-05,Philadelphia Knights 2,San Francisco Owls 2,146,Philadelphia Park
2026-10-06,Philadelphia Knights 2,San Francisco Owls 2,147,Philadelphia Park
2026-10-04,Atlanta Captains 2,New York Hawks 2,145,Atlanta Park
2026-10-05,Atlanta Captains 2,New York Hawks 2,146,Atlanta Park
2026-10-06,Atlanta Captains 2,New York Hawks 2,147,Atlanta Park
2026-10-04,San Diego Falcons 2,Detroit Bears 2,145,San Diego Park
2026-10-05,San Diego Falcons 2,Detroit Bears 2,146,San Diego Park
2026-10-06,San Diego Falcons 2,Detroit Bears 2,147,San Diego Park
2026-10-04,Tampa Pilots 2,Cleveland Sharks 2,145,Tampa Park
2026-10-05,Tampa Pilots 2,Cleveland Sharks 2,146,Tampa Park
2026-10-06,Tampa Pilots 2,Cleveland Sharks 2,147,Tampa Park
2026-10-08,Houston Knights,Nashville Foxes,148,Houston Park
2026-10-09,Houston Knights,Nashville Foxes,149,Houston Park
2026-10-10,Houston Knights,Nashville Foxes,150,Houston Park
2026-10-08,Denver Comets,Indianapolis Anchors,148,Denver Park
2026-10-09,Denver Comets,Indianapolis Anchors,149,Denver Park
2026-10-10,Denver Comets,Indianapolis Anchors,150,Denver Park
2026-10-08,Charlotte Storm,Milwaukee Giants,148,Charlotte Park
2026-10-09,Charlotte Storm,Milwaukee Giants,149,Charlotte Park
2026-10-10,Charlotte Storm,Milwaukee Giants,150,Charlotte Park
2026-10-08,Pittsburgh Bears,Chicago Dragons,148,Pittsburgh Park
2026-10-09,Pittsburgh Bears,Chicago Dragons,149,Pittsburgh Park
2026-10-10,Pittsburgh Bears,Chicago Dragons,150,Pittsburgh Park
2026-10-08,Toronto Lions,Los Angeles Sharks,148,Toronto Park
2026-10-09,Toronto Lions,Los Angeles Sharks,149,Toronto Park
2026-10-10,Toronto Lions,Los Angeles Sharks,150,Toronto Park
2026-10-08,Austin Stars,Miami Aces,148,Austin Park
2026-10-09,Austin Stars,Miami Aces,149,Austin Park
2026-10-10,Austin Stars,Miami Aces,150,Austin Park
2026-10-08,Baltimore Pilots,Phoenix Hawks,148,Baltimore Park
2026-10-09,Baltimore Pilots,Phoenix Hawks,149,Baltimore Park
2026-10-10,Baltimore Pilots,Phoenix Hawks,150,Baltimore Park
2026-10-08,Portland Captains,Kansas City Wolves,148,Portland Park
2026-10-09,Portland Captains,Kansas City Wolves,149,Portland Park
2026-10-10,Portland Captains,Kansas City Wolves,150,Portland Park
2026-10-08,St. Louis Owls,Dallas Rockets,148,St. Louis Park
2026-10-09,St. Louis Owls,Dallas Rockets,149,St. Louis Park
2026-10-10,St. Louis Owls,Dallas Rockets,150,St. Louis Park
2026-10-08,Washington Aces 2,Minneapolis Guardians,148,Washington Park
2026-10-09,Washington Aces 2,Minneapolis Guardians,149,Washington Park
2026-10-10,Washington Aces 2,Minneapolis Guardians,150,Washington Park
2026-10-08,San Francisco Owls 2,Boston Falcons,148,San Francisco Park
2026-10-09,San Francisco Owls 2,Boston Falcons,149,San Francisco Park
2026-10-10,San Francisco Owls 2,Boston Falcons,150,San Francisco Park
2026-10-08,New York Hawks 2,Seattle Storm 2,148,New York Park
2026-10-09,New York Hawks 2,Seattle Storm 2,149,New York Park
2026-10-10,New York Hawks 2,Seattle Storm 2,150,New York Park
2026-10-08,Detroit Bears 2,Philadelphia Knights 2,148,Detroit Park
2026-10-09,Detroit Bears 2,Philadelphia Knights 2,149,Detroit Park
2026-10-10,Detroit Bears 2,Philadelphia Knights 2,150,Detroit Park
2026-10-08,Cleveland Sharks 2,Atlanta Captains 2,148,Cleveland Park
2026-10-09,Cleveland Sharks 2,Atlanta Captains 2,149,Cleveland Park
2026-10-10,Cleveland Sharks 2,Atlanta Captains 2,150,Cleveland Park
2026-10-08,Tampa Pilots 2,San Diego Falcons 2,148,Tampa Park
2026-10-09,Tampa Pilots 2,San Diego Falcons 2,149,Tampa Park
2026-10-10,Tampa Pilots 2,San Diego Falcons 2,150,Tampa Park
2026-10-12,Nashville Foxes,Denver Comets,151,Nashville Park
2026-10-13,Nashville Foxes,Denver Comets,152,Nashville Park
2026-10-14,Nashville Foxes,Denver Comets,153,Nashville Park
2026-10-12,Houston Knights,Charlotte Storm,151,Houston Park
2026-10-13,Houston Knights,Charlotte Storm,152,Houston Park
2026-10-14,Houston Knights,Charlotte Storm,153,Houston Park
2026-10-12,Indianapolis Anchors,Pittsburgh Bears,151,Indianapolis Park
2026-10-13,Indianapolis Anchors,Pittsburgh Bears,152,Indianapolis Park
2026-10-14,Indianapolis Anchors,Pittsburgh Bears,153,Indianapolis Park
2026-10-12,Milwaukee Giants,Toronto Lions,151,Milwaukee Park
2026-10-13,Milwaukee Giants,Toronto Lions,152,Milwaukee Park
2026-10-14,Milwaukee Giants,Toronto Lions,153,Milwaukee Park
2026-10-12,Chicago Dragons,Austin Stars,151,Chicago Park
2026-10-13,Chicago Dragons,Austin Stars,152,Chicago Park
2026-10-14,Chicago Dragons,Austin Stars,153,Chicago Park
2026-10-12,Los Angeles Sharks,Baltimore Pilots,151,Los Angeles Park
2026-10-13,Los Angeles Sharks,Baltimore Pilots,152,Los Angeles Park
2026-10-14,Los Angeles Sharks,Baltimore Pilots,153,Los Angeles Park
2026-10-12,Miami Aces,Portland Captains,151,Miami Park
2026-10-13,Miami Aces,Portland Captains,152,Miami Park
2026-10-14,Miami Aces,Portland Captains,153,Miami Park
2026-10-12,Phoenix Hawks,St. Louis Owls,151,Phoenix Park
2026-10-13,Phoenix Hawks,St. Louis Owls,152,Phoenix Park
2026-10-14,Phoenix Hawks,St. Louis Owls,153,Phoenix Park
2026-10-12,Kansas City Wolves,Washington Aces 2,151,Kansas City Park
2026-10-13,Kansas City Wolves,Washington Aces 2,152,Kansas City Park
2026-10-14,Kansas City Wolves,Washington Aces 2,153,Kansas City Park
2026-10-12,Dallas Rockets,San Francisco Owls 2,151,Dallas Park
2026-10-13,Dallas Rockets,San Francisco Owls 2,152,Dallas Park
2026-10-14,Dallas Rockets,San Francisco Owls 2,153,Dallas Park
2026-10-12,Minneapolis Guardians,New York Hawks 2,151,Minneapolis Park
2026-10-13,Minneapolis Guardians,New York Hawks 2,152,Minneapolis Park
2026-10-14,Minneapolis Guardians,New York Hawks 2,153,Minneapolis Park
2026-10-12,Boston Falcons,Detroit Bears 2,151,Boston Park
2026-10-13,Boston Falcons,Detroit Bears 2,152,Boston Park
2026-10-14,Boston Falcons,Detroit Bears 2,153,Boston Park
2026-10-12,Seattle Storm 2,Cleveland Sharks 2,151,Seattle Park
2026-10-13,Seattle Storm 2,Cleveland Sharks 2,152,Seattle Park
2026-10-14,Seattle Storm 2,Cleveland Sharks 2,153,Seattle Park
2026-10-12,Philadelphia Knights 2,Tampa Pilots 2,151,Philadelphia Park
2026-10-13,Philadelphia Knights 2,Tampa Pilots 2,152,Philadelphia Park
2026-10-14,Philadelphia Knights 2,Tampa Pilots 2,153,Philadelphia Park
2026-10-12,Atlanta Captains 2,San Diego Falcons 2,151,Atlanta Park
2026-10-13,Atlanta Captains 2,San Diego Falcons 2,152,Atlanta Park
2026-10-14,Atlanta Captains 2,San Diego Falcons 2,153,Atlanta Park
2026-10-16,Charlotte Storm,Nashville Foxes,154,Charlotte Park
2026-10-17,Charlotte Storm,Nashville Foxes,155,Charlotte Park
2026-10-18,Charlotte Storm,Nashville Foxes,156,Charlotte Park
2026-10-16,Pittsburgh Bears,Denver Comets,154,Pittsburgh Park
2026-10-17,Pittsburgh Bears,Denver Comets,155,Pittsburgh Park
2026-10-18,Pittsburgh Bears,Denver Comets,156,Pittsburgh Park
2026-10-16,Toronto Lions,Houston Knights,154,Toronto Park
2026-10-17,Toronto Lions,Houston Knights,155,Toronto Park
2026-10-18,Toronto Lions,Houston Knights,156,Toronto Park
2026-10-16,Austin Stars,Indianapolis Anchors,154,Austin Park
2026-10-17,Austin Stars,Indianapolis Anchors,155,Austin Park
2026-10-18,Austin Stars,Indianapolis Anchors,156,Austin Park
2026-10-16,Baltimore Pilots,Milwaukee Giants,154,Baltimore Park
2026-10-17,Baltimore Pilots,Milwaukee Giants,155,Baltimore Park
2026-10-18,Baltimore Pilots,Milwaukee Giants,156,Baltimore Park
2026-10-16,Portland Captains,Chicago Dragons,154,Portland Park
2026-10-17,Portland Captains,Chicago Dragons,155,Portland Park
2026-10-18,Portland Captains,Chicago Dragons,156,Portland Park
2026-10-16,St. Louis Owls,Los Angeles Sharks,154,St. Louis Park
2026-10-17,St. Louis Owls,Los Angeles Sharks,155,St. Louis Park
2026-10-18,St. Louis Owls,Los Angeles Sharks,156,St. Louis Park
2026-10-16,Washington Aces 2,Miami Aces,154,Washington Park
2026-10-17,Washington Aces 2,Miami Aces,155,Washington Park
2026-10-18,Washington Aces 2,Miami Aces,156,Washington Park
2026-10-16,San Francisco Owls 2,Phoenix Hawks,154,San Francisco Park
2026-10-17,San Francisco Owls 2,Phoenix Hawks,155,San Francisco Park
2026-10-18,San Francisco Owls 2,Phoenix Hawks,156,San Francisco Park
2026-10-16,New York Hawks 2,Kansas City Wolves,154,New York Park
2026-10-17,New York Hawks 2,Kansas City Wolves,155,New York Park
2026-10-18,New York Hawks 2,Kansas City Wolves,156,New York Park
2026-10-16,Detroit Bears 2,Dallas Rockets,154,Detroit Park
2026-10-17,Detroit Bears 2,Dallas Rockets,155,Detroit Park
2026-10-18,Detroit Bears 2,Dallas Rockets,156,Detroit Park
2026-10-16,Cleveland Sharks 2,Minneapolis Guardians,154,Cleveland Park
2026-10-17,Cleveland Sharks 2,Minneapolis Guardians,155,Cleveland Park
2026-10-18,Cleveland Sharks 2,Minneapolis Guardians,156,Cleveland Park
2026-10-16,Tampa Pilots 2,Boston Falcons,154,Tampa Park
2026-10-17,Tampa Pilots 2,Boston Falcons,155,Tampa Park
2026-10-18,Tampa Pilots 2,Boston Falcons,156,Tampa Park
2026-10-16,San Diego Falcons 2,Seattle Storm 2,154,San Diego Park
2026-10-17,San Diego Falcons 2,Seattle Storm 2,155,San Diego Park
2026-10-18,San Diego Falcons 2,Seattle Storm 2,156,San Diego Park
2026-10-16,Atlanta Captains 2,Philadelphia Knights 2,154,Atlanta Park
2026-10-17,Atlanta Captains 2,Philadelphia Knights 2,155,Atlanta Park
2026-10-18,Atlanta Captains 2,Philadelphia Knights 2,156,Atlanta Park
2026-10-20,Nashville Foxes,Pittsburgh Bears,157,Nashville Park
2026-10-21,Nashville Foxes,Pittsburgh Bears,158,Nashville Park
2026-10-22,Nashville Foxes,Pittsburgh Bears,159,Nashville Park
2026-10-20,Charlotte Storm,Toronto Lions,157,Charlotte Park
2026-10-21,Charlotte Storm,Toronto Lions,158,Charlotte Park
2026-10-22,Charlotte Storm,Toronto Lions,159,Charlotte Park
2026-10-20,Denver Comets,Austin Stars,157,Denver Park
2026-10-21,Denver Comets,Austin Stars,158,Denver Park
2026-10-22,Denver Comets,Austin Stars,159,Denver Park
2026-10-20,Houston Knights,Baltimore Pilots,157,Houston Park
2026-10-21,Houston Knights,Baltimore Pilots,158,Houston Park
2026-10-22,Houston Knights,Baltimore Pilots,159,Houston Park
2026-10-20,Indianapolis Anchors,Portland Captains,157,Indianapolis Park
2026-10-21,Indianapolis Anchors,Portland Captains,158,Indianapolis Park
2026-10-22,Indianapolis Anchors,Portland Captains,159,Indianapolis Park
2026-10-20,Milwaukee Giants,St. Louis Owls,157,Milwaukee Park
2026-10-21,Milwaukee Giants,St. Louis Owls,158,Milwaukee Park
2026-10-22,Milwaukee Giants,St. Louis Owls,159,Milwaukee Park
2026-10-20,Chicago Dragons,Washington Aces 2,157,Chicago Park
2026-10-21,Chicago Dragons,Washington Aces 2,158,Chicago Park
2026-10-22,Chicago Dragons,Washington Aces 2,159,Chicago Park
2026-10-20,Los Angeles Sharks,San Francisco Owls 2,157,Los Angeles Park
